Helység;jogállása;Megye ;megye székhely;Terület  (hektár);Lakó-népesség;Lakások száma
Szikszó;város;Borsod-Abaúj-Zemplén;Szikszó;3623;5410;2146
Szil;község;Győr-Moson-Sopron;Csorna;3102;1319;617
Szilágy;község;Baranya;Pécs;1155;246;133
Szilaspogony;község;Nógrád;Salgótarján;1440;298;178
Szilsárkány;község;Győr-Moson-Sopron;Csorna;1668;652;306
Szilvágy;község;Zala;Lenti;2427;187;93
Szilvás;község;Baranya;Pécs;604;156;56
Szilvásvárad;község;Heves;Bélapátfalva;3782;1621;756
Szilvásszentmárton;község;Somogy;Kaposvár;708;212;67
Szin;község;Borsod-Abaúj-Zemplén;Edelény;1810;823;251
Szinpetri;község;Borsod-Abaúj-Zemplén;Edelény;971;236;99
Szirák;község;Nógrád;Pásztó;1909;1226;450
Szirmabesenyő;nagyközség;Borsod-Abaúj-Zemplén;Miskolc;1575;4181;1683
Szob;város;Pest;Szob;1798;2730;1097
Szokolya;község;Pest;Szob;5905;1793;746
Szólád;község;Somogy;Siófok;1996;485;259
Szolnok;megyeszékhely, megyei jogú város;Jász-Nagykun-Szolnok;Szolnok;18723;72786;34622
Szombathely;megyeszékhely, megyei jogú város;Vas;Szombathely;9750;77866;34431
Szomód;község;Komárom-Esztergom;Tata;2830;2004;767
Szomolya;község;Borsod-Abaúj-Zemplén;Mezőkövesd;2269;1628;708
Szomor;község;Komárom-Esztergom;Tatabánya;1319;1051;397
Szorgalmatos;község;Szabolcs-Szatmár-Bereg;Tiszavasvári;845;1091;337
Szorosad;község;Somogy;Tab;648;102;57
Szőc;község;Veszprém;Ajka;754;433;115
Szőce;község;Vas;Körmend;1871;314;221
Sződ;község;Pest;Vác;1576;3553;1306
Sződliget;község;Pest;Vác;732;4436;1601
Szögliget;község;Borsod-Abaúj-Zemplén;Edelény;3474;591;393
Szőke;község;Baranya;Pécs;648;128;54
Szőkéd;község;Baranya;Pécs;958;341;138
Szőkedencs;község;Somogy;Marcali;1869;253;188
Szőlősardó;község;Borsod-Abaúj-Zemplén;Edelény;1066;108;81
Szőlősgyörök;község;Somogy;Fonyód;1863;1241;490
Szörény;község;Baranya;Szigetvár;441;74;33
Szúcs;község;Heves;Eger;849;424;162
Szuha;község;Nógrád;Bátonyterenye;1756;561;358
Szuhafő;község;Borsod-Abaúj-Zemplén;Putnok;1604;158;85
Szuhakálló;község;Borsod-Abaúj-Zemplén;Kazincbarcika;696;935;393
Szuhogy;község;Borsod-Abaúj-Zemplén;Edelény;1700;1151;449
Szulimán;község;Baranya;Szigetvár;1049;223;118
Szulok;község;Somogy;Barcs;2791;690;286
Szurdokpüspöki;község;Nógrád;Pásztó;2671;1906;890
Szűcsi;község;Heves;Gyöngyös;1738;1569;658
Szügy;község;Nógrád;Balassagyarmat;1951;1349;527
Szűr;község;Baranya;Mohács;784;253;117
Tab;város;Somogy;Tab;2586;4364;1899
Tabajd;község;Fejér;Bicske;2657;924;368
Tabdi;község;Bács-Kiskun;Kiskőrös;2139;1043;532
Táborfalva;nagyközség;Pest;Dabas;4207;3249;1488
Tác;község;Fejér;Székesfehérvár;4569;1676;609
Tagyon;község;Veszprém;Balatonfüred;276;88;43
Tahitótfalu;község;Pest;Szentendre;3917;5486;2084
Takácsi;község;Veszprém;Pápa;1913;863;351
Tákos;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;1082;354;135
Taksony;nagyközség;Pest;Szigetszentmiklós;2083;6141;2231
Taktabáj;község;Borsod-Abaúj-Zemplén;Tokaj;1681;615;216
Taktaharkány;nagyközség;Borsod-Abaúj-Zemplén;Szerencs;3913;3594;1322
Taktakenéz;község;Borsod-Abaúj-Zemplén;Szerencs;1974;1271;417
Taktaszada;község;Borsod-Abaúj-Zemplén;Szerencs;2575;1939;663
Taliándörögd;község;Veszprém;Tapolca;2807;769;302
Tállya;község;Borsod-Abaúj-Zemplén;Szerencs;3795;1892;955
Tamási;város;Tolna;Tamási;11196;8179;3785
Tanakajd;község;Vas;Szombathely;1183;720;270
Táp;község;Győr-Moson-Sopron;Pannonhalma;1988;722;297
Tápióbicske;község;Pest;Nagykáta;4847;3353;1471
Tápiógyörgye;község;Pest;Nagykáta;5329;3384;1524
Tápióság;község;Pest;Nagykáta;3353;2542;1152
Tápiószecső;nagyközség;Pest;Nagykáta;3839;6087;2367
Tápiószele;város;Pest;Nagykáta;3696;5911;2408
Tápiószentmárton;nagyközség;Pest;Nagykáta;10287;5194;2374
Tápiószőlős;község;Pest;Cegléd;3183;2854;1357
Táplánszentkereszt;község;Vas;Szombathely;2008;2539;860
Tapolca;város;Veszprém;Tapolca;6345;15582;6923
Tapsony;község;Somogy;Marcali;3161;736;393
Tápszentmiklós;község;Győr-Moson-Sopron;Pannonhalma;2076;961;345
Tar;község;Nógrád;Pásztó;2735;1839;859
Tarany;község;Somogy;Nagyatád;5468;1180;465
Tarcal;község;Borsod-Abaúj-Zemplén;Tokaj;5372;2866;1295
Tard;község;Borsod-Abaúj-Zemplén;Mezőkövesd;4046;1206;575
Tardona;község;Borsod-Abaúj-Zemplén;Kazincbarcika;1230;1043;435
Tardos;község;Komárom-Esztergom;Tata;2333;1617;700
Tarhos;község;Békés;Békés;5745;773;357
Tarján;község;Komárom-Esztergom;Tatabánya;4307;2565;1071
Tarjánpuszta;község;Győr-Moson-Sopron;Pannonhalma;845;398;145
Tárkány;község;Komárom-Esztergom;Kisbér;6497;1444;600
Tarnabod;község;Heves;Heves;1034;629;227
Tarnalelesz;község;Heves;Pétervására;3713;1785;693
Tarnaméra;község;Heves;Heves;2827;1659;716
Tarnaörs;község;Heves;Heves;3027;1822;746
Tarnaszentmária;község;Heves;Eger;1100;219;180
Tarnaszentmiklós;község;Heves;Heves;3499;876;419
Tarnazsadány;község;Heves;Heves;2518;1209;480
Tárnok;nagyközség;Pest;Érd;2361;8999;3391
Tárnokréti;község;Győr-Moson-Sopron;Csorna;954;175;103
Tarpa;nagyközség;Szabolcs-Szatmár-Bereg;Vásárosnamény;4973;2322;891
Tarrós;község;Baranya;Sásd;529;126;52
Táska;község;Somogy;Marcali;2598;391;197
Tass;község;Bács-Kiskun;Kunszentmiklós;7473;2749;1180
Taszár;község;Somogy;Kaposvár;1729;1915;808
Tát;város;Komárom-Esztergom;Esztergom;1207;5280;2042
Tata;város;Komárom-Esztergom;Tata;7815;23613;10058
Tatabánya;megyeszékhely, megyei jogú város;Komárom-Esztergom;Tatabánya;9143;66791;30646
Tataháza;község;Bács-Kiskun;Bácsalmás;2610;1210;666
Tatárszentgyörgy;község;Pest;Dabas;5501;1834;689
Tázlár;község;Bács-Kiskun;Kiskőrös;7336;1773;860
Téglás;város;Hajdú-Bihar;Hajdúhadház;3833;6406;2346
Tekenye;község;Zala;Zalaszentgrót;696;402;234
Tékes;község;Baranya;Sásd;1256;240;101
Teklafalu;község;Baranya;Szigetvár;1676;274;133
Telekes;község;Vas;Vasvár;1081;516;194
Telekgerendás;község;Békés;Békéscsaba;7237;1418;661
Teleki;község;Somogy;Siófok;806;209;91
Telki;község;Pest;Budakeszi;1047;3861;1250
Telkibánya;község;Borsod-Abaúj-Zemplén;Gönc;4683;549;368
Tengelic;község;Tolna;Paks;7093;2207;1000
Tengeri;község;Baranya;Sellye;446;52;29
Tengőd;község;Somogy;Tab;3022;428;265
Tenk;község;Heves;Heves;1234;1194;470
Tényő;község;Győr-Moson-Sopron;Győr;2638;1578;705
Tépe;község;Hajdú-Bihar;Derecske;2322;1104;410
Terem;község;Szabolcs-Szatmár-Bereg;Nyírbátor;4946;647;283
Terény;község;Nógrád;Balassagyarmat;2435;367;242
Tereske;község;Nógrád;Rétság;1703;665;320
Teresztenye;község;Borsod-Abaúj-Zemplén;Edelény;870;39;30
Terpes;község;Heves;Pétervására;220;212;100
Tés;község;Veszprém;Várpalota;4902;766;420
Tésa;község;Pest;Szob;438;82;52
Tésenfa;község;Baranya;Siklós;840;185;81
Téseny;község;Baranya;Sellye;1208;305;110
Teskánd;község;Zala;Zalaegerszeg;485;1135;396
Tét;város;Győr-Moson-Sopron;Tét;5635;4020;1483
Tetétlen;község;Hajdú-Bihar;Püspökladány;3207;1416;528
Tevel;község;Tolna;Bonyhád;2527;1351;567
Tibolddaróc;község;Borsod-Abaúj-Zemplén;Mezőkövesd;3031;1362;672
Tiborszállás;község;Szabolcs-Szatmár-Bereg;Mátészalka;2551;1023;367
Tihany;község;Veszprém;Balatonfüred;2733;1369;703
Tikos;község;Somogy;Marcali;335;126;52
Tilaj;község;Zala;Zalaegerszeg;816;179;105
Timár;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;2181;1293;509
Tinnye;község;Pest;Pilisvörösvár;1610;1653;622
Tiszaadony;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;1563;655;260
Tiszaalpár;nagyközség;Bács-Kiskun;Tiszakécske;9103;4897;2297
Tiszabábolna;község;Borsod-Abaúj-Zemplén;Mezőkövesd;3270;343;270
Tiszabecs;nagyközség;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1713;1292;415
Tiszabercel;község;Szabolcs-Szatmár-Bereg;Ibrány;3138;1819;743
Tiszabezdéd;község;Szabolcs-Szatmár-Bereg;Záhony;1870;1889;666
Tiszabő;község;Jász-Nagykun-Szolnok;Kunhegyes;3504;2094;457
Tiszabura;község;Jász-Nagykun-Szolnok;Kunhegyes;4520;2972;850
Tiszacsécse;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;481;245;113
Tiszacsege;város;Hajdú-Bihar;Balmazújváros;13633;4713;2093
Tiszacsermely;község;Borsod-Abaúj-Zemplén;Cigánd;2027;548;214
Tiszadada;község;Szabolcs-Szatmár-Bereg;Tiszavasvári;4875;2247;927
Tiszaderzs;község;Jász-Nagykun-Szolnok;Tiszafüred;2720;1051;632
Tiszadob;nagyközség;Szabolcs-Szatmár-Bereg;Tiszavasvári;8259;2881;1174
Tiszadorogma;község;Borsod-Abaúj-Zemplén;Mezőcsát;4664;354;247
Tiszaeszlár;község;Szabolcs-Szatmár-Bereg;Tiszavasvári;5453;2575;1035
Tiszaföldvár;város;Jász-Nagykun-Szolnok;Kunszentmárton;8034;10878;4690
Tiszafüred;város;Jász-Nagykun-Szolnok;Tiszafüred;16218;11260;5245
Tiszagyenda;község;Jász-Nagykun-Szolnok;Kunhegyes;3693;969;520
Tiszagyulaháza;község;Hajdú-Bihar;Hajdúnánás;2078;724;341
Tiszaigar;község;Jász-Nagykun-Szolnok;Tiszafüred;3399;826;380
Tiszainoka;község;Jász-Nagykun-Szolnok;Kunszentmárton;1792;398;213
Tiszajenő;község;Jász-Nagykun-Szolnok;Szolnok;2819;1576;811
Tiszakanyár;község;Szabolcs-Szatmár-Bereg;Kisvárda;1552;1576;539
Tiszakarád;község;Borsod-Abaúj-Zemplén;Cigánd;4756;2432;895
Tiszakécske;város;Bács-Kiskun;Tiszakécske;13327;11553;5342
Tiszakerecseny;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;2386;990;394
Tiszakeszi;község;Borsod-Abaúj-Zemplén;Mezőcsát;4618;2609;1031
Tiszakóród;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1668;771;306
Tiszakürt;község;Jász-Nagykun-Szolnok;Kunszentmárton;2837;1416;756
Tiszaladány;község;Borsod-Abaúj-Zemplén;Tokaj;2219;643;326
Tiszalök;város;Szabolcs-Szatmár-Bereg;Tiszavasvári;5856;5395;2227
Tiszalúc;nagyközség;Borsod-Abaúj-Zemplén;Szerencs;4488;5064;1865
Tiszamogyorós;község;Szabolcs-Szatmár-Bereg;Záhony;1025;715;263
Tiszanagyfalu;község;Szabolcs-Szatmár-Bereg;Nyíregyháza;2703;1804;695
Tiszanána;község;Heves;Heves;6815;2474;1041
Tiszaörs;község;Jász-Nagykun-Szolnok;Tiszafüred;3711;1379;674
Tiszapalkonya;község;Borsod-Abaúj-Zemplén;Tiszaújváros;1349;1437;627
Tiszapüspöki;község;Jász-Nagykun-Szolnok;Törökszentmiklós;3745;2075;850
Tiszarád;község;Szabolcs-Szatmár-Bereg;Kemecse;923;558;196
Tiszaroff;község;Jász-Nagykun-Szolnok;Kunhegyes;5247;1531;836
Tiszasas;község;Jász-Nagykun-Szolnok;Kunszentmárton;2879;1023;548
Tiszasüly;község;Jász-Nagykun-Szolnok;Szolnok;9177;1493;755
Tiszaszalka;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;1496;870;364
Tiszaszentimre;község;Jász-Nagykun-Szolnok;Tiszafüred;6559;2095;1008
Tiszaszentmárton;község;Szabolcs-Szatmár-Bereg;Záhony;1442;1130;395
Tiszasziget;község;Csongrád;Szeged;2689;1714;640
Tiszaszőlős;község;Jász-Nagykun-Szolnok;Tiszafüred;4779;1616;705
Tiszatardos;község;Borsod-Abaúj-Zemplén;Tokaj;894;224;173
Tiszatarján;község;Borsod-Abaúj-Zemplén;Mezőcsát;4039;1437;504
Tiszatelek;község;Szabolcs-Szatmár-Bereg;Ibrány;3376;1400;547
Tiszatenyő;község;Jász-Nagykun-Szolnok;Törökszentmiklós;2355;1649;671
Tiszaug;község;Bács-Kiskun;Tiszakécske;2504;889;418
Tiszaújváros;város;Borsod-Abaúj-Zemplén;Tiszaújváros;4604;16168;7329
Tiszavalk;község;Borsod-Abaúj-Zemplén;Mezőkövesd;1154;304;176
Tiszavárkony;község;Jász-Nagykun-Szolnok;Szolnok;3562;1518;729
Tiszavasvári;város;Szabolcs-Szatmár-Bereg;Tiszavasvári;12853;12840;4569
Tiszavid;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;1076;550;189
Tisztaberek;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1820;683;231
Tivadar;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;480;174;91
Tóalmás;község;Pest;Nagykáta;3935;3212;1396
Tófalu;község;Heves;Füzesabony;1448;576;275
Tófej;község;Zala;Zalaegerszeg;1532;704;289
Tófű;község;Baranya;Komló;434;116;57
Tokaj;város;Borsod-Abaúj-Zemplén;Tokaj;2819;4419;1686
Tokod;nagyközség;Komárom-Esztergom;Esztergom;1491;4036;1620
Tokodaltáró;község;Komárom-Esztergom;Esztergom;553;2883;1063
Tokorcs;község;Vas;Celldömölk;640;351;168
Tolcsva;község;Borsod-Abaúj-Zemplén;Sárospatak;1648;1818;786
Told;község;Hajdú-Bihar;Berettyóújfalu;1491;306;130
Tolmács;község;Nógrád;Rétság;1221;744;339
Tolna;város;Tolna;Tolna;7108;11147;4516
Tolnanémedi;község;Tolna;Tamási;2196;1040;524
Tomajmonostora;község;Jász-Nagykun-Szolnok;Kunhegyes;1376;729;349
Tomor;község;Borsod-Abaúj-Zemplén;Edelény;1289;234;120
Tompa;város;Bács-Kiskun;Kiskunhalas;8161;4426;1955
Tompaládony;község;Vas;Sárvár;944;296;158
Tordas;község;Fejér;Martonvásár;1676;2083;685
Tormafölde;község;Zala;Lenti;1886;337;197
Tormás;község;Baranya;Sásd;2470;285;124
Tormásliget;község;Vas;Kőszeg;753;302;132
Tornabarakony;község;Borsod-Abaúj-Zemplén;Edelény;820;22;44
Tornakápolna;község;Borsod-Abaúj-Zemplén;Edelény;402;12;34
Tornanádaska;község;Borsod-Abaúj-Zemplén;Edelény;783;758;131
Tornaszentandrás;község;Borsod-Abaúj-Zemplén;Edelény;1565;175;127
Tornaszentjakab;község;Borsod-Abaúj-Zemplén;Edelény;2822;213;125
Tornyiszentmiklós;község;Zala;Lenti;1852;569;295
Tornyosnémeti;község;Borsod-Abaúj-Zemplén;Gönc;1406;393;251
Tornyospálca;község;Szabolcs-Szatmár-Bereg;Kisvárda;4361;2770;953
Torony;község;Vas;Szombathely;1283;1920;691
Torvaj;község;Somogy;Tab;1141;235;145
Tószeg;község;Jász-Nagykun-Szolnok;Szolnok;5917;4320;1796
Tótkomlós;város;Békés;Orosháza;12505;5995;2900
Tótszentgyörgy;község;Baranya;Szigetvár;750;144;70
Tótszentmárton;község;Zala;Letenye;1017;834;322
Tótszerdahely;község;Zala;Letenye;1230;1081;431
Tótújfalu;község;Somogy;Barcs;1327;196;141
Tótvázsony;község;Veszprém;Veszprém;4249;1329;467
Tök;község;Pest;Budakeszi;2473;1289;498
Tököl;város;Pest;Szigetszentmiklós;3847;10050;4024
Töltéstava;község;Győr-Moson-Sopron;Győr;2319;2286;637
Tömörd;község;Vas;Kőszeg;1536;287;115
Tömörkény;község;Csongrád;Csongrád;5391;1712;947
Törökbálint;város;Pest;Érd;2939;13207;4754
Törökkoppány;község;Somogy;Tab;2579;432;229
Törökszentmiklós;város;Jász-Nagykun-Szolnok;Törökszentmiklós;18516;20626;9006
Törtel;község;Pest;Cegléd;8416;4342;1889
Töttös;község;Baranya;Bóly;2299;570;258
Trizs;község;Borsod-Abaúj-Zemplén;Putnok;1025;218;110
Tunyogmatolcs;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;2627;2430;941
Tura;város;Pest;Aszód;5588;7694;2969
Túristvándi;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1522;788;253
Túrkeve;város;Jász-Nagykun-Szolnok;Mezőtúr;23652;8678;3986
Túrony;község;Baranya;Siklós;940;268;101
Túrricse;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1298;695;224
Tuzsér;nagyközség;Szabolcs-Szatmár-Bereg;Záhony;1549;3444;1025
Türje;község;Zala;Zalaszentgrót;3823;1546;685
Tüskevár;község;Veszprém;Devecser;1700;574;269
Tyukod;nagyközség;Szabolcs-Szatmár-Bereg;Csenger;6216;2025;919
Udvar;község;Baranya;Mohács;440;113;67
Udvari;község;Tolna;Tamási;1941;328;148
Ugod;község;Veszprém;Pápa;6278;1389;582
Újbarok;község;Fejér;Bicske;149;395;181
Újcsanálos;község;Borsod-Abaúj-Zemplén;Miskolc;1220;861;334
Újdombrád;község;Szabolcs-Szatmár-Bereg;Kisvárda;1077;748;217
Újfehértó;város;Szabolcs-Szatmár-Bereg;Nyíregyháza;14088;12736;4817
Újhartyán;város;Pest;Dabas;2242;2753;1089
Újiráz;község;Hajdú-Bihar;Berettyóújfalu;1547;527;274
Újireg;község;Tolna;Tamási;1090;280;137
Újkenéz;község;Szabolcs-Szatmár-Bereg;Kisvárda;967;989;372
Újkér;község;Győr-Moson-Sopron;Sopron;3238;977;443
Újkígyós;város;Békés;Békéscsaba;5492;5072;2226
Újlengyel;község;Pest;Dabas;2622;1661;706
Újléta;község;Hajdú-Bihar;Nyíradony;3039;1159;428
Újlőrincfalva;község;Heves;Füzesabony;4808;191;124
Újpetre;község;Baranya;Siklós;1671;956;382
Újrónafő;község;Győr-Moson-Sopron;Mosonmagyaróvár;4860;836;320
Újsolt;község;Bács-Kiskun;Kalocsa;3298;201;115
Újszalonta;község;Békés;Sarkad;2083;106;71
Újszász;város;Jász-Nagykun-Szolnok;Szolnok;5820;6153;2529
Újszentiván;község;Csongrád;Szeged;1549;1899;625
Újszentmargita;község;Hajdú-Bihar;Balmazújváros;9619;1473;642
Újszilvás;község;Pest;Cegléd;3882;2562;1194
Újtelek;község;Bács-Kiskun;Kalocsa;957;350;253
Újtikos;község;Hajdú-Bihar;Hajdúnánás;3530;870;382
Újudvar;község;Zala;Nagykanizsa;1631;966;372
Újvárfalva;község;Somogy;Kaposvár;1221;301;127
Ukk;község;Veszprém;Sümeg;1386;325;172
Und;község;Győr-Moson-Sopron;Sopron;679;335;149
Úny;község;Komárom-Esztergom;Esztergom;1158;685;311
Uppony;község;Borsod-Abaúj-Zemplén;Ózd;1281;263;200
Ura;község;Szabolcs-Szatmár-Bereg;Csenger;3230;610;261
Uraiújfalu;község;Vas;Sárvár;1908;849;385
Úrhida;község;Fejér;Székesfehérvár;725;2431;871
Úri;község;Pest;Nagykáta;2222;2513;978
Úrkút;község;Veszprém;Ajka;2013;2017;762
Uszka;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;734;454;110
Uszód;község;Bács-Kiskun;Kalocsa;2447;1001;471
Uzsa;község;Veszprém;Tapolca;1149;303;158
Üllés;nagyközség;Csongrád;Mórahalom;4987;2977;1475
Üllő;város;Pest;Vecsés;4812;11701;4365
Üröm;község;Pest;Pilisvörösvár;665;7210;2658
Vác;város;Pest;Vác;6160;33169;14740
Vácduka;község;Pest;Vác;840;1427;492
Vácegres;község;Pest;Aszód;1368;870;315
Váchartyán;község;Pest;Vác;1209;1734;658
Váckisújfalu;község;Pest;Vác;1068;432;169
Vácrátót;község;Pest;Vác;1800;1871;669
Vácszentlászló;község;Pest;Gödöllő;2987;2035;764
Vadna;község;Borsod-Abaúj-Zemplén;Kazincbarcika;781;623;233
Vadosfa;község;Győr-Moson-Sopron;Kapuvár;419;76;46
Vág;község;Győr-Moson-Sopron;Csorna;1403;440;287
Vágáshuta;község;Borsod-Abaúj-Zemplén;Sátoraljaújhely;205;78;114
Vaja;város;Szabolcs-Szatmár-Bereg;Mátészalka;2861;3515;1192
Vajdácska;község;Borsod-Abaúj-Zemplén;Sárospatak;2278;1316;462
Vajszló;nagyközség;Baranya;Sellye;1771;1774;697
Vajta;község;Fejér;Sárbogárd;2340;966;376
Vál;község;Fejér;Martonvásár;4047;2385;946
Valkó;nagyközség;Pest;Gödöllő;3761;2390;831
Valkonya;község;Zala;Letenye;755;58;46
Vállaj;község;Szabolcs-Szatmár-Bereg;Mátészalka;2226;1120;445
Vállus;község;Zala;Keszthely;2180;127;58
Vámosatya;község;Szabolcs-Szatmár-Bereg;Vásárosnamény;2413;556;244
Vámoscsalád;község;Vas;Sárvár;1178;281;157
Vámosgyörk;község;Heves;Gyöngyös;2182;1909;788
Vámosmikola;község;Pest;Szob;2530;1650;638
Vámosoroszi;község;Szabolcs-Szatmár-Bereg;Fehérgyarmat;1312;517;183
Vámospércs;város;Hajdú-Bihar;Nyíradony;5816;5362;2105
Vámosújfalu;község;Borsod-Abaúj-Zemplén;Sárospatak;1064;743;326
Vámosszabadi;község;Győr-Moson-Sopron;Győr;2237;1659;565
Váncsod;község;Hajdú-Bihar;Berettyóújfalu;3439;1223;531
Vanyarc;község;Nógrád;Pásztó;3222;1212;498
Vanyola;község;Veszprém;Pápa;1951;522;257
Várad;község;Baranya;Szigetvár;793;114;48
Váralja;község;Tolna;Bonyhád;2114;862;369
Varászló;község;Somogy;Marcali;1277;155;98
Váraszó;község;Heves;Pétervására;2705;469;230
Várbalog;község;Győr-Moson-Sopron;Mosonmagyaróvár;2268;362;247
Varbó;község;Borsod-Abaúj-Zemplén;Miskolc;2588;1069;401
Varbóc;község;Borsod-Abaúj-Zemplén;Edelény;1010;55;61
Várda;község;Somogy;Kaposvár;1036;466;184
Várdomb;község;Tolna;Szekszárd;947;1100;441
Várfölde;község;Zala;Letenye;1487;175;101
Varga;község;Baranya;Sásd;836;87;50
Várgesztes;község;Komárom-Esztergom;Tatabánya;1205;538;219
Várkesző;község;Veszprém;Pápa;641;149;110
Várong;község;Tolna;Dombóvár;663;156;87
Városföld;község;Bács-Kiskun;Kecskemét;6165;2127;834
Városlőd;község;Veszprém;Ajka;2227;1300;521
Várpalota;város;Veszprém;Várpalota;7726;19918;8718
Varsád;község;Tolna;Tamási;2156;359;174
Varsány;község;Nógrád;Szécsény;2558;1603;628
Várvölgy;község;Zala;Keszthely;2504;1043;451
Vasad;község;Pest;Monor;3341;1887;749
Vasalja;község;Vas;Körmend;1124;317;147
Vásárosbéc;község;Baranya;Szigetvár;2401;181;94
Vásárosdombó;község;Baranya;Sásd;1174;1123;394
Vásárosfalu;község;Győr-Moson-Sopron;Kapuvár;420;146;69
Vásárosmiske;község;Vas;Sárvár;1342;355;184
Vásárosnamény;város;Szabolcs-Szatmár-Bereg;Vásárosnamény;6566;8693;3359
Vasasszonyfa;község;Vas;Szombathely;1065;386;159
Vasboldogasszony;község;Zala;Zalaegerszeg;1175;605;209
Vasegerszeg;község;Vas;Sárvár;1272;392;148
Vashosszúfalu;község;Vas;Sárvár;1392;343;207
Vaskeresztes;község;Vas;Szombathely;913;373;136
Vaskút;község;Bács-Kiskun;Baja;7149;3327;1384
Vasmegyer;község;Szabolcs-Szatmár-Bereg;Kemecse;2273;1690;579
Vaspör;község;Zala;Zalaegerszeg;1345;342;205
Vassurány;község;Vas;Szombathely;1009;807;280
Vasvár;város;Vas;Vasvár;5511;4266;1923
Vaszar;község;Veszprém;Pápa;3369;1475;647
Vászoly;község;Veszprém;Balatonfüred;854;235;121
Vasszécseny;község;Vas;Szombathely;1795;1348;488
Vasszentmihály;község;Vas;Szentgotthárd;641;342;168
Vasszilvágy;község;Vas;Szombathely;1180;362;169
Vát;község;Vas;Szombathely;2327;659;250
Vatta;község;Borsod-Abaúj-Zemplén;Mezőkövesd;2334;921;375
Vázsnok;község;Baranya;Sásd;475;141;59
Vécs;község;Heves;Gyöngyös;2566;625;374
Vecsés;város;Pest;Vecsés;3618;20463;8184
Végegyháza;község;Békés;Mezőkovácsháza;2894;1390;763
Vejti;község;Baranya;Sellye;976;174;70
Vékény;község;Baranya;Komló;936;139;62
Vekerd;község;Hajdú-Bihar;Berettyóújfalu;740;135;97
Velem;község;Vas;Kőszeg;860;337;169
Velemér;község;Vas;Körmend;955;79;52
Velence;város;Fejér;Gárdony;3337;5552;2530
Velény;község;Baranya;Szentlőrinc;709;128;60
Véménd;község;Baranya;Mohács;3181;1338;583
Vének;község;Győr-Moson-Sopron;Győr;715;166;79
Vép;város;Vas;Szombathely;3288;3322;1172
Vereb;község;Fejér;Gárdony;2232;762;308
Veresegyház;város;Pest;Gödöllő;2856;17025;6099
Verőce;község;Pest;Szob;2033;3676;1384
Verpelét;város;Heves;Eger;5318;3780;1577
Verseg;község;Pest;Aszód;2956;1344;541
Versend;község;Baranya;Bóly;1413;910;293
Vértesacsa;község;Fejér;Bicske;3619;1773;718
Vértesboglár;község;Fejér;Bicske;2321;865;361
Vérteskethely;község;Komárom-Esztergom;Kisbér;1747;551;231
Vértessomló;község;Komárom-Esztergom;Tatabánya;2229;1303;530
Vértestolna;község;Komárom-Esztergom;Tata;1695;474;223
Vértesszőlős;község;Komárom-Esztergom;Tatabánya;1712;2986;1167
Vése;község;Somogy;Marcali;4292;740;333
Veszkény;község;Győr-Moson-Sopron;Kapuvár;1035;931;390
Veszprém;megyeszékhely, megyei jogú város;Veszprém;Veszprém;12690;60761;26562
Veszprémfajsz;község;Veszprém;Veszprém;1173;258;90
Veszprémgalsa;község;Veszprém;Sümeg;871;275;140
Veszprémvarsány;község;Győr-Moson-Sopron;Pannonhalma;2118;1057;427
Vésztő;város;Békés;Szeghalom;12570;6855;2944
Vezseny;község;Jász-Nagykun-Szolnok;Szolnok;2517;647;333
Vid;község;Veszprém;Devecser;317;129;63
Vigántpetend;község;Veszprém;Tapolca;1117;180;111
Villány;város;Baranya;Siklós;2201;2539;980
Villánykövesd;község;Baranya;Siklós;749;268;121
Vilmány;község;Borsod-Abaúj-Zemplén;Gönc;1252;1460;421
Vilonya;község;Veszprém;Várpalota;1350;615;233
Vilyvitány;község;Borsod-Abaúj-Zemplén;Sátoraljaújhely;1312;236;175
Vinár;község;Veszprém;Pápa;459;233;92
Vindornyafok;község;Zala;Keszthely;352;123;72
Vindornyalak;község;Zala;Keszthely;449;77;53
Vindornyaszőlős;község;Zala;Keszthely;1055;321;166
Visegrád;város;Pest;Szentendre;3327;1832;757
Visnye;község;Somogy;Kaposvár;2438;242;101
Visonta;község;Heves;Gyöngyös;2529;1118;511
Viss;község;Borsod-Abaúj-Zemplén;Sárospatak;1390;678;320
Visz;község;Somogy;Fonyód;602;202;99
Viszák;község;Vas;Körmend;1013;240;124
Viszló;község;Borsod-Abaúj-Zemplén;Edelény;1110;73;61
Visznek;község;Heves;Gyöngyös;2273;1113;537
